gameid,clkTime,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome,msgTime,role,contents,workerid_uniq,numOutcome,numRawWords,numRawChars,numCleanChars,numCleanWords,source
1642-d,1476481120321.0,9,far,target,301,74,50,2,1,distr2,239,34,50,1,2,distr1,118,48,50,3,3,95,26,60,True,1476481118668.0,speaker,pink,232.0,1.0,1,4,4.0,1.0,human
1642-d,1476481130841.0,10,split,target,243,30,50,2,2,distr2,143,35,50,3,3,distr1,284,59,50,1,1,16,48,52,True,1476481128151.0,speaker,blue,232.0,1.0,1,4,4.0,1.0,human
1642-d,1476481141466.0,11,far,target,334,81,50,3,2,distr1,13,78,50,2,1,distr2,243,23,50,1,3,26,30,41,True,1476481139151.0,speaker,pink,232.0,1.0,1,4,4.0,1.0,human
1642-d,1476481156234.0,12,split,target,62,0,50,3,3,distr2,207,85,50,2,1,distr1,158,16,50,1,2,17,25,31,True,1476481152723.0,speaker,"grey, no hint of green",232.0,1.0,5,17,13.0,3.0,human
1642-d,1476481169698.0,13,split,distr1,265,61,50,1,1,target,294,37,50,2,3,distr2,62,76,50,3,2,15,80,91,False,1476481167284.0,speaker,duller purple,232.0,0.0,2,12,12.0,2.0,human
1642-d,1476481179539.0,14,split,target,245,33,50,3,2,distr2,167,7,50,1,3,distr1,250,93,50,2,1,16,29,39,True,1476481177215.0,speaker,duller blue,232.0,1.0,2,10,10.0,2.0,human
1642-d,1476481187670.0,15,split,target,275,44,50,3,1,distr1,324,23,50,2,3,distr2,85,89,50,1,2,17,94,73,True,1476481185987.0,speaker,purple,232.0,1.0,1,6,6.0,1.0,human
1642-d,1476481209980.0,16,close,target,123,23,50,3,3,distr2,156,76,50,1,2,distr1,165,30,50,2,1,12,19,19,True,1476481205737.0,speaker,"duller green, no hint of blue",232.0,1.0,6,23,19.0,4.0,human
1642-d,1476481217182.0,17,far,target,320,80,50,2,3,distr1,59,81,50,1,2,distr2,350,7,50,3,1,82,26,45,True,1476481215224.0,speaker,pink,232.0,1.0,1,4,4.0,1.0,human
1642-d,1476481238164.0,18,split,distr1,230,94,50,1,3,target,226,86,50,2,1,distr2,111,48,50,3,2,5,67,69,False,1476481235383.0,speaker,"choose your blue, they both look the same to me",232.0,0.0,10,37,14.0,3.0,human
1642-d,1476481252044.0,19,close,target,229,13,50,1,3,distr2,204,52,50,2,1,distr1,218,67,50,3,2,17,18,14,True,1476481245679.0,speaker,dullest color,232.0,1.0,2,12,12.0,2.0,human
1642-d,1476481262244.0,20,split,target,116,85,50,1,2,distr2,14,52,50,3,3,distr1,116,51,50,2,1,11,68,61,True,1476481261175.0,speaker,brightest green,232.0,1.0,2,14,14.0,2.0,human
1642-d,1476481273921.0,21,close,target,166,62,50,2,2,distr1,147,37,50,1,1,distr2,98,27,50,3,3,11,19,10,True,1476481271537.0,speaker,aqua,232.0,1.0,1,4,4.0,1.0,human
1642-d,1476481288565.0,22,close,target,315,85,50,1,2,distr1,322,52,50,3,3,distr2,341,83,50,2,1,9,19,17,True,1476481286535.0,speaker,brighter pink,232.0,1.0,2,12,12.0,2.0,human
1642-d,1476481328781.0,23,close,target,284,47,50,2,3,distr1,294,54,50,1,1,distr2,277,84,50,3,2,5,8,10,True,1476481320172.0,speaker,"NOT the brightest, NOT the lightest",232.0,1.0,6,29,17.0,2.0,human
1642-d,1476481347998.0,24,close,target,273,60,50,2,1,distr1,228,67,50,1,3,distr2,255,63,50,3,2,14,8,9,True,1476481346148.0,speaker,purple,232.0,1.0,1,6,6.0,1.0,human
1642-d,1476481359310.0,25,split,target,292,53,50,3,3,distr1,273,97,50,1,1,distr2,206,27,50,2,2,12,27,24,True,1476481357567.0,speaker,pinkish purple,232.0,1.0,2,13,13.0,2.0,human
1642-d,1476481367815.0,26,close,target,36,36,50,1,2,distr1,43,69,50,3,3,distr2,39,87,50,2,1,14,16,7,True,1476481366673.0,speaker,brownish one,232.0,1.0,2,11,11.0,2.0,human
1642-d,1476481390846.0,27,close,target,10,5,50,1,3,distr2,288,1,50,3,2,distr1,74,3,50,2,1,9,5,7,True,1476481384739.0,speaker,hint of brown,232.0,1.0,3,11,9.0,2.0,human
1642-d,1476481400670.0,28,far,target,270,57,50,2,3,distr1,140,51,50,1,1,distr2,84,4,50,3,2,60,43,26,True,1476481396511.0,speaker,purple,232.0,1.0,1,6,6.0,1.0,human
1642-d,1476481407110.0,29,far,target,350,43,50,1,3,distr1,58,57,50,2,2,distr2,206,76,50,3,1,58,44,66,True,1476481405530.0,speaker,red,232.0,1.0,1,3,3.0,1.0,human
1642-d,1476481413799.0,30,far,target,4,71,50,3,2,distr2,81,70,50,1,1,distr1,287,77,50,2,3,40,69,97,True,1476481412449.0,speaker,red,232.0,1.0,1,3,3.0,1.0,human
1642-d,1476481431087.0,31,split,target,248,35,50,3,1,distr2,71,43,50,1,3,distr1,227,35,50,2,2,8,71,60,True,1476481426569.0,speaker,blue with a hint of purple,232.0,1.0,6,21,14.0,3.0,human
1642-d,1476481438911.0,32,split,target,165,83,50,1,1,distr2,336,65,50,3,2,distr1,126,44,50,2,3,17,85,81,True,1476481436280.0,speaker,aqua,232.0,1.0,1,4,4.0,1.0,human
1642-d,1476481447207.0,33,split,target,297,47,50,1,3,distr1,303,11,50,2,2,distr2,206,38,50,3,1,18,34,29,True,1476481445890.0,speaker,pink,232.0,1.0,1,4,4.0,1.0,human
1642-d,1476481456799.0,34,split,target,282,17,50,2,1,distr1,324,63,50,1,2,distr2,26,35,50,3,3,18,32,37,True,1476481454571.0,speaker,purpleish,232.0,1.0,1,9,9.0,1.0,human
1642-d,1476481477815.0,35,close,target,71,40,50,3,1,distr2,78,58,50,2,2,distr1,133,53,50,1,3,16,8,14,True,1476481475491.0,speaker,darker greenish with hint of brown,232.0,1.0,6,29,23.0,4.0,human
1642-d,1476481486481.0,36,far,target,265,4,50,1,3,distr2,186,92,50,2,2,distr1,295,88,50,3,1,29,41,54,True,1476481484284.0,speaker,grey,232.0,1.0,1,4,4.0,1.0,human
1642-d,1476481497728.0,37,far,target,32,68,50,1,2,distr2,124,46,50,2,3,distr1,315,49,50,3,1,50,45,84,True,1476481492083.0,speaker,orange,232.0,1.0,1,6,6.0,1.0,human
1642-d,1476481510272.0,38,close,target,200,2,50,2,1,distr2,300,24,50,3,2,distr1,326,54,50,1,3,19,18,11,True,1476481508546.0,speaker,grey,232.0,1.0,1,4,4.0,1.0,human
1642-d,1476481520968.0,39,far,target,200,66,50,3,3,distr2,26,73,50,1,2,distr1,9,9,50,2,1,32,50,24,True,1476481518585.0,speaker,blue,232.0,1.0,1,4,4.0,1.0,human
1642-d,1476481528425.0,40,far,target,7,6,50,1,1,distr1,38,66,50,2,2,distr2,332,40,50,3,3,28,22,49,True,1476481527346.0,speaker,grey,232.0,1.0,1,4,4.0,1.0,human
1642-d,1476481540296.0,41,far,target,325,73,50,1,3,distr2,135,18,50,2,2,distr1,215,87,50,3,1,36,63,44,True,1476481535195.0,speaker,pink,232.0,1.0,1,4,4.0,1.0,human
1642-d,1476481559745.0,42,close,target,344,28,50,3,1,distr2,284,31,50,1,3,distr1,306,48,50,2,2,17,17,8,True,1476481554784.0,speaker,dark pink,232.0,1.0,2,8,8.0,2.0,human
1642-d,1476481572593.0,43,split,target,340,37,50,2,2,distr1,282,11,50,3,3,distr2,38,55,50,1,1,17,43,40,True,1476481569084.0,speaker,park pink ~ dark,232.0,1.0,1,4,4.0,1.0,human
1642-d,1476481599794.0,44,close,target,298,22,50,3,1,distr2,308,61,50,2,3,distr1,290,64,50,1,2,14,12,7,True,1476481597926.0,speaker,dullest purple,232.0,1.0,2,13,13.0,2.0,human
1642-d,1476481610722.0,45,close,target,135,93,50,3,3,distr2,145,84,50,2,1,distr1,157,55,50,1,2,18,6,13,True,1476481609086.0,speaker,brightest green,232.0,1.0,2,14,14.0,2.0,human
1642-d,1476481622586.0,46,far,target,20,80,50,1,1,distr1,259,98,50,2,3,distr2,334,89,50,3,2,55,30,35,True,1476481621136.0,speaker,orange,232.0,1.0,1,6,6.0,1.0,human
1642-d,1476481639659.0,47,split,target,16,68,50,2,1,distr1,15,93,50,1,2,distr2,64,97,50,3,3,6,57,60,True,1476481636718.0,speaker,darker orange,232.0,1.0,2,12,12.0,2.0,human
1642-d,1476481648130.0,48,far,target,129,71,50,3,3,distr2,329,14,50,2,2,distr1,88,9,50,1,1,29,62,33,True,1476481646767.0,speaker,bright green,232.0,1.0,2,11,11.0,2.0,human
1642-d,1476481662293.0,49,far,target,182,34,50,3,2,distr1,82,30,50,2,3,distr2,78,93,50,1,1,26,40,22,True,1476481660857.0,speaker,blue,232.0,1.0,1,4,4.0,1.0,human
1642-d,1476481680251.0,50,close,distr1,168,33,50,2,3,distr2,169,90,50,3,2,target,160,37,50,1,1,5,17,19,False,1476481678419.0,speaker,dullest one,232.0,0.0,2,10,10.0,2.0,human
8514-f,1476481392425.0,1,split,distr1,98,57,50,3,3,target,120,84,50,2,1,distr2,227,72,50,1,2,9,74,71,False,1476481388880.0,speaker,green,258.0,0.0,1,5,5.0,1.0,human
8514-f,1476481402133.0,2,close,target,230,60,50,3,3,distr2,231,19,50,2,2,distr1,204,32,50,1,1,19,16,14,True,1476481400871.0,speaker,blue,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476481412867.0,3,split,target,276,48,50,3,1,distr1,317,90,50,2,3,distr2,49,76,50,1,2,19,75,72,True,1476481410206.0,speaker,purp,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476481448463.0,4,close,target,254,97,50,3,3,distr1,253,51,50,1,2,distr2,289,51,50,2,1,9,19,15,True,1476481420401.0,speaker,blue,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476481462908.0,5,far,target,160,30,50,3,2,distr2,24,4,50,2,1,distr1,278,20,50,1,3,38,27,22,True,1476481460097.0,speaker,greenish,258.0,1.0,1,8,8.0,1.0,human
8514-f,1476481475687.0,6,far,target,11,83,50,2,3,distr1,177,28,50,3,1,distr2,212,10,50,1,2,51,36,21,True,1476481473665.0,speaker,orange,258.0,1.0,1,6,6.0,1.0,human
8514-f,1476481489169.0,7,split,target,202,5,50,2,3,distr1,192,11,50,1,1,distr2,50,84,50,3,2,6,40,41,True,1476481484252.0,speaker,grey,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476481502246.0,8,split,target,308,1,50,3,2,distr2,142,63,50,2,1,distr1,230,23,50,1,3,18,34,50,True,1476481499976.0,speaker,dull,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476481523011.0,9,split,target,3,34,50,3,3,distr2,246,45,50,1,1,distr1,340,37,50,2,2,12,35,28,True,1476481517137.0,speaker,peach,258.0,1.0,1,5,5.0,1.0,human
8514-f,1476481535644.0,10,split,target,95,34,50,3,3,distr2,305,61,50,1,1,distr1,108,69,50,2,2,14,79,98,True,1476481533796.0,speaker,dull green,258.0,1.0,2,9,9.0,2.0,human
8514-f,1476481549423.0,11,split,distr1,12,29,50,3,1,target,31,43,50,1,3,distr2,79,79,50,2,2,16,39,53,False,1476481544751.0,speaker,caca,258.0,0.0,1,4,4.0,1.0,human
8514-f,1476481566988.0,12,split,distr1,278,7,50,2,2,distr2,218,55,50,3,3,target,124,1,50,1,1,14,27,23,False,1476481563476.0,speaker,bluish grey,258.0,0.0,2,10,10.0,2.0,human
8514-f,1476481578833.0,13,far,target,349,99,50,1,1,distr2,272,95,50,3,3,distr1,120,94,50,2,2,90,43,75,True,1476481573956.0,speaker,red,258.0,1.0,1,3,3.0,1.0,human
8514-f,1476481589968.0,14,far,target,326,74,50,1,1,distr1,354,82,50,2,3,distr2,322,7,50,3,2,24,23,28,True,1476481585676.0,speaker,pink,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476481664839.0,15,close,distr2,164,86,50,2,3,target,146,77,50,3,1,distr1,128,83,50,1,2,7,11,17,False,1476481645948.0,speaker,greenish blue ~ greue,258.0,0.0,1,5,5.0,1.0,human
8514-f,1476481679042.0,16,far,target,45,57,50,1,3,distr1,116,33,50,3,2,distr2,172,86,50,2,1,27,40,24,True,1476481676652.0,speaker,brown?,258.0,1.0,1,5,5.0,1.0,human
8514-f,1476481705800.0,17,close,target,196,70,50,3,2,distr2,184,47,50,2,3,distr1,176,47,50,1,1,19,13,6,True,1476481695647.0,speaker,natural blue,258.0,1.0,2,11,11.0,2.0,human
8514-f,1476481716999.0,18,split,target,42,12,50,2,2,distr2,180,58,50,3,3,distr1,336,4,50,1,1,14,31,45,True,1476481714503.0,speaker,brown,258.0,1.0,1,5,5.0,1.0,human
8514-f,1476481728438.0,19,close,distr2,237,21,50,1,2,target,232,40,50,3,1,distr1,213,54,50,2,3,13,9,14,False,1476481725897.0,speaker,purp,258.0,0.0,1,4,4.0,1.0,human
8514-f,1476481744276.0,20,close,target,115,6,50,2,3,distr2,75,30,50,3,1,distr1,85,20,50,1,2,12,18,7,True,1476481738737.0,speaker,tan,258.0,1.0,1,3,3.0,1.0,human
8514-f,1476481763736.0,21,close,distr2,126,42,50,1,2,target,93,67,50,2,3,distr1,88,85,50,3,1,6,12,18,False,1476481760461.0,speaker,natural green,258.0,0.0,2,12,12.0,2.0,human
8514-f,1476481774768.0,22,far,target,228,42,50,1,2,distr2,128,57,50,3,1,distr1,275,8,50,2,3,21,60,42,True,1476481770778.0,speaker,blue,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476481793017.0,23,close,distr1,151,81,50,1,1,distr2,122,47,50,2,3,target,164,72,50,3,2,10,17,12,False,1476481785692.0,speaker,turquoise,258.0,0.0,1,9,9.0,1.0,human
8514-f,1476481814627.0,24,close,distr1,325,79,50,2,2,distr2,339,36,50,3,3,target,305,65,50,1,1,10,18,12,False,1476481810341.0,speaker,natural pink,258.0,0.0,2,11,11.0,2.0,human
8514-f,1476481825449.0,25,split,target,310,66,50,2,2,distr2,198,66,50,3,3,distr1,281,85,50,1,1,13,53,42,True,1476481822961.0,speaker,pink,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476481841301.0,26,split,target,160,54,50,2,3,distr2,320,18,50,3,1,distr1,141,68,50,1,2,12,49,66,True,1476481838022.0,speaker,greenish blue,258.0,1.0,2,12,12.0,2.0,human
8514-f,1476481850023.0,27,split,target,312,60,50,3,2,distr2,239,9,50,1,1,distr1,267,66,50,2,3,19,25,25,True,1476481848048.0,speaker,pink,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476481860214.0,28,far,target,99,76,50,1,2,distr2,321,87,50,3,3,distr1,90,23,50,2,1,22,97,67,True,1476481857978.0,speaker,lime,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476481869661.0,29,far,target,34,35,50,2,2,distr1,230,51,50,3,3,distr2,317,32,50,1,1,50,40,25,True,1476481868296.0,speaker,brown,258.0,1.0,1,5,5.0,1.0,human
8514-f,1476481880410.0,30,split,target,46,81,50,1,1,distr1,49,45,50,3,2,distr2,20,87,50,2,3,12,33,33,True,1476481877931.0,speaker,mustard,258.0,1.0,1,7,7.0,1.0,human
8514-f,1476481889227.0,31,far,target,300,83,50,3,2,distr2,65,48,50,2,1,distr1,23,34,50,1,3,43,81,33,True,1476481887135.0,speaker,pink,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476481901426.0,32,far,target,136,71,50,2,1,distr2,244,24,50,3,2,distr1,173,39,50,1,3,25,57,38,True,1476481898781.0,speaker,greenish,258.0,1.0,1,8,8.0,1.0,human
8514-f,1476481918217.0,33,close,distr1,208,1,50,3,1,target,168,6,50,2,2,distr2,160,13,50,1,3,8,7,15,False,1476481914192.0,speaker,concrete,258.0,0.0,1,8,8.0,1.0,human
8514-f,1476481931252.0,34,split,target,337,28,50,1,3,distr2,182,32,50,3,1,distr1,1,34,50,2,2,12,47,47,True,1476481927581.0,speaker,pinkish,258.0,1.0,1,7,7.0,1.0,human
8514-f,1476481940282.0,35,far,target,115,50,50,1,1,distr2,205,72,50,2,3,distr1,12,66,50,3,2,66,56,49,True,1476481938318.0,speaker,green,258.0,1.0,1,5,5.0,1.0,human
8514-f,1476481955528.0,36,close,distr2,82,4,50,1,3,target,255,9,50,3,2,distr1,57,0,50,2,1,12,18,6,False,1476481950618.0,speaker,grey,258.0,0.0,1,4,4.0,1.0,human
8514-f,1476481968443.0,37,far,target,121,14,50,1,3,distr2,357,93,50,3,1,distr1,4,7,50,2,2,29,54,27,True,1476481965437.0,speaker,greenish,258.0,1.0,1,8,8.0,1.0,human
8514-f,1476481986405.0,38,close,target,131,44,50,3,2,distr2,101,84,50,1,3,distr1,75,54,50,2,1,16,16,13,True,1476481979988.0,speaker,medium green,258.0,1.0,2,11,11.0,2.0,human
8514-f,1476482003917.0,39,close,target,71,29,50,2,1,distr2,60,69,50,3,3,distr1,53,61,50,1,2,15,19,8,True,1476481997152.0,speaker,dull,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476482013681.0,40,far,target,275,22,50,1,3,distr2,198,50,50,2,1,distr1,0,43,50,3,2,27,32,51,True,1476482011308.0,speaker,purp,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476482024374.0,41,split,target,93,22,50,3,1,distr2,270,35,50,1,2,distr1,38,31,50,2,3,19,61,49,True,1476482022278.0,speaker,greenish,258.0,1.0,1,8,8.0,1.0,human
8514-f,1476482037985.0,42,split,distr1,68,55,50,3,1,target,53,40,50,1,3,distr2,341,92,50,2,2,11,53,68,False,1476482033983.0,speaker,dull,258.0,0.0,1,4,4.0,1.0,human
8514-f,1476482048521.0,43,close,target,319,75,50,3,1,distr2,333,40,50,1,2,distr1,326,24,50,2,3,14,11,7,True,1476482046493.0,speaker,neon,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476482068625.0,44,close,target,144,99,50,2,1,distr2,165,82,50,1,2,distr1,100,49,50,3,3,15,15,19,True,1476482066527.0,speaker,neon green,258.0,1.0,2,9,9.0,2.0,human
8514-f,1476482082195.0,45,far,target,307,87,50,2,2,distr1,200,54,50,1,1,distr2,168,83,50,3,3,49,59,36,True,1476482075768.0,speaker,neon,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476482093982.0,46,close,target,312,32,50,3,1,distr1,258,31,50,1,2,distr2,249,20,50,2,3,15,16,7,True,1476482091453.0,speaker,pink,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476482112052.0,47,far,target,153,41,50,3,3,distr2,76,84,50,1,2,distr1,37,95,50,2,1,44,27,38,True,1476482109141.0,speaker,dark green,258.0,1.0,2,9,9.0,2.0,human
8514-f,1476482120737.0,48,far,target,5,79,50,2,3,distr2,145,95,50,3,1,distr1,128,1,50,1,2,31,83,39,True,1476482118562.0,speaker,red,258.0,1.0,1,3,3.0,1.0,human
8514-f,1476482129344.0,49,far,target,328,49,50,3,3,distr2,181,29,50,2,1,distr1,57,0,50,1,2,26,46,21,True,1476482127517.0,speaker,pink,258.0,1.0,1,4,4.0,1.0,human
8514-f,1476482141667.0,50,close,target,163,20,50,3,1,distr2,187,20,50,1,2,distr1,155,9,50,2,3,8,9,8,True,1476482139143.0,speaker,greenish,258.0,1.0,1,8,8.0,1.0,human
0517-a,1476481748957.0,1,close,target,223,85,50,1,1,distr2,254,48,50,3,2,distr1,277,56,50,2,3,17,10,9,True,1476481743399.0,speaker,"Hello! Anyone here? ~ Hello ~ Do you mind if we start? ~ oh okay, perfect ~ blue",549.0,1.0,1,4,4.0,1.0,human
0517-a,1476481768786.0,2,split,target,225,7,50,2,3,distr1,286,19,50,1,2,distr2,342,85,50,3,1,17,32,26,True,1476481764710.0,speaker,black and white make this color,549.0,1.0,6,26,19.0,4.0,human
0517-a,1476481794893.0,3,close,target,121,35,50,2,2,distr2,102,22,50,1,1,distr1,72,45,50,3,3,14,9,15,True,1476481783149.0,speaker,"caca green, the brighter one, but not yellow",549.0,1.0,8,35,26.0,5.0,human
0517-a,1476481823588.0,4,split,target,227,79,50,3,2,distr1,253,95,50,1,1,distr2,168,85,50,2,3,9,62,67,True,1476481813080.0,speaker,"good work ~ dark, light blue, not aqua",549.0,1.0,5,20,17.0,4.0,human
0517-a,1476481832116.0,5,far,target,146,70,50,2,3,distr2,203,20,50,3,1,distr1,354,28,50,1,2,67,41,36,True,1476481829850.0,speaker,green,549.0,1.0,1,5,5.0,1.0,human
0517-a,1476481848532.0,6,far,target,47,98,50,1,1,distr1,260,57,50,2,3,distr2,145,87,50,3,2,81,38,70,True,1476481846455.0,speaker,mango color,549.0,1.0,2,10,10.0,2.0,human
0517-a,1476481860223.0,7,far,target,167,75,50,3,2,distr1,102,11,50,2,3,distr2,338,69,50,1,1,26,82,50,True,1476481858506.0,speaker,teal,549.0,1.0,1,4,4.0,1.0,human
0517-a,1476481875528.0,8,split,target,41,35,50,1,1,distr2,262,90,50,3,3,distr1,48,15,50,2,2,10,64,56,True,1476481872369.0,speaker,brighter brown,549.0,1.0,2,13,13.0,2.0,human
0517-a,1476481891499.0,9,split,target,300,50,50,3,3,distr2,357,76,50,1,1,distr1,271,39,50,2,2,12,34,37,True,1476481885039.0,speaker,pink purple,549.0,1.0,2,10,10.0,2.0,human
0517-a,1476481900831.0,10,far,target,355,90,50,1,1,distr1,189,77,50,2,2,distr2,168,77,50,3,3,74,76,24,True,1476481898783.0,speaker,blood color,549.0,1.0,2,10,10.0,2.0,human
0517-a,1476481920700.0,11,close,target,270,85,50,3,2,distr1,279,80,50,1,3,distr2,240,29,50,2,1,5,17,18,True,1476481912764.0,speaker,"darker purple, but not bright",549.0,1.0,5,24,18.0,3.0,human
0517-a,1476481930236.0,12,far,target,322,87,50,1,1,distr2,240,76,50,2,3,distr1,143,57,50,3,2,90,34,69,True,1476481928046.0,speaker,awesome ~ pink,549.0,1.0,1,4,4.0,1.0,human
0517-a,1476481949183.0,13,split,target,290,7,50,3,3,distr2,213,68,50,1,1,distr1,181,3,50,2,2,16,26,24,True,1476481941810.0,speaker,brighter purple,549.0,1.0,2,14,14.0,2.0,human
0517-a,1476481968954.0,14,split,target,175,44,50,2,2,distr1,164,50,50,3,1,distr2,50,38,50,1,3,8,31,29,True,1476481964515.0,speaker,blue green,549.0,1.0,2,9,9.0,2.0,human
0517-a,1476481978657.0,15,close,target,190,38,50,1,3,distr1,219,8,50,3,1,distr2,155,3,50,2,2,19,18,9,True,1476481974826.0,speaker,aqua,549.0,1.0,1,4,4.0,1.0,human
0517-a,1476481986279.0,16,far,target,212,21,50,2,1,distr1,57,93,50,1,2,distr2,250,75,50,3,3,58,23,96,True,1476481984703.0,speaker,grey,549.0,1.0,1,4,4.0,1.0,human
0517-a,1476482001316.0,17,split,target,209,28,50,3,1,distr1,269,18,50,1,2,distr2,354,42,50,2,3,18,38,24,True,1476481997140.0,speaker,blue shade,549.0,1.0,2,9,9.0,2.0,human
0517-a,1476482016932.0,18,far,target,243,77,50,3,1,distr1,305,44,50,1,2,distr2,12,9,50,2,3,25,39,27,True,1476482011096.0,speaker,blue,549.0,1.0,1,4,4.0,1.0,human
0517-a,1476482025083.0,19,far,target,156,3,50,1,1,distr2,270,89,50,2,2,distr1,121,35,50,3,3,25,36,60,True,1476482022309.0,speaker,grey,549.0,1.0,1,4,4.0,1.0,human
0517-a,1476482035013.0,20,close,target,320,85,50,2,3,distr2,325,46,50,1,2,distr1,307,39,50,3,1,10,9,7,True,1476482032946.0,speaker,hot pin ~ pink,549.0,1.0,1,4,4.0,1.0,human
0517-a,1476482048907.0,21,close,target,249,20,50,1,2,distr1,242,11,50,3,3,distr2,250,34,50,2,1,8,9,15,True,1476482045481.0,speaker,"light purple, not shade",549.0,1.0,4,19,16.0,3.0,human
0517-a,1476482067362.0,22,close,target,95,57,50,2,2,distr1,71,26,50,1,3,distr2,142,41,50,3,1,15,14,16,True,1476482056631.0,speaker,"lime green,",549.0,1.0,2,9,9.0,2.0,human
0517-a,1476482083640.0,23,split,target,22,41,50,1,3,distr1,3,57,50,2,2,distr2,67,6,50,3,1,16,24,34,True,1476482076210.0,speaker,brown,549.0,1.0,1,5,5.0,1.0,human
0517-a,1476482108438.0,24,split,distr1,144,16,50,1,2,distr2,214,30,50,3,1,target,91,15,50,2,3,8,35,28,False,1476482104482.0,speaker,darker green shade,549.0,0.0,3,16,16.0,3.0,human
0517-a,1476482123886.0,25,split,distr1,322,11,50,1,1,distr2,217,82,50,3,3,target,326,40,50,2,2,15,32,28,False,1476482116570.0,speaker,darker pink,549.0,0.0,2,10,10.0,2.0,human
0517-a,1476482133185.0,26,far,target,104,22,50,3,1,distr2,343,20,50,1,3,distr1,356,81,50,2,2,58,45,23,True,1476482130310.0,speaker,teal,549.0,1.0,1,4,4.0,1.0,human
0517-a,1476482148402.0,27,close,target,242,32,50,1,3,distr2,260,85,50,3,2,distr1,270,44,50,2,1,10,15,12,True,1476482145570.0,speaker,blue purple,549.0,1.0,2,10,10.0,2.0,human
0517-a,1476482171621.0,28,close,target,289,97,50,2,1,distr1,309,40,50,1,3,distr2,292,61,50,3,2,14,7,9,True,1476482165720.0,speaker,purple bright,549.0,1.0,2,12,12.0,2.0,human
0517-a,1476482186030.0,29,split,target,215,37,50,1,2,distr1,217,11,50,2,1,distr2,310,74,50,3,3,11,35,29,True,1476482182752.0,speaker,blue,549.0,1.0,1,4,4.0,1.0,human
0517-a,1476482197521.0,30,far,target,70,64,50,1,2,distr1,312,17,50,2,3,distr2,1,68,50,3,1,62,64,28,True,1476482194749.0,speaker,yellow green,549.0,1.0,2,11,11.0,2.0,human
0517-a,1476482220419.0,31,close,distr1,290,0,50,3,3,target,352,5,50,1,1,distr2,195,14,50,2,2,7,19,10,False,1476482213420.0,speaker,darker grey,549.0,0.0,2,10,10.0,2.0,human
0517-a,1476482233608.0,32,close,target,47,18,50,3,2,distr1,54,40,50,1,3,distr2,38,35,50,2,1,14,9,12,True,1476482230193.0,speaker,lighter brown,549.0,1.0,2,12,12.0,2.0,human
0517-a,1476482245131.0,33,split,target,83,18,50,1,2,distr1,118,52,50,3,1,distr2,287,37,50,2,3,18,57,85,True,1476482242974.0,speaker,teal green,549.0,1.0,2,9,9.0,2.0,human
0517-a,1476482275380.0,34,far,distr1,177,62,50,3,3,target,117,10,50,2,2,distr2,251,46,50,1,1,24,43,53,False,1476482262631.0,speaker,teal green,549.0,0.0,2,9,9.0,2.0,human
0517-a,1476482293075.0,35,far,target,284,27,50,3,2,distr1,161,51,50,1,1,distr2,11,56,50,2,3,48,33,61,True,1476482283564.0,speaker,purpe ~ purple,549.0,1.0,1,6,6.0,1.0,human
0517-a,1476482311550.0,36,split,target,197,2,50,3,2,distr2,254,72,50,1,3,distr1,261,13,50,2,1,17,30,26,True,1476482309729.0,speaker,grey,549.0,1.0,1,4,4.0,1.0,human
0517-a,1476482325401.0,37,far,target,43,50,50,3,3,distr2,264,92,50,1,1,distr1,152,40,50,2,2,31,72,57,True,1476482321626.0,speaker,yellow mango,549.0,1.0,2,11,11.0,2.0,human
0517-a,1476482357179.0,38,close,target,345,6,50,1,1,distr2,37,4,50,2,3,distr1,73,7,50,3,2,19,10,7,True,1476482333980.0,speaker,pink grey,549.0,1.0,2,8,8.0,2.0,human
0517-a,1476482440343.0,39,far,target,58,74,50,1,1,distr2,353,70,50,3,2,distr1,257,4,50,2,3,45,62,29,True,1476482434690.0,speaker,yellow ~ you there?,549.0,1.0,2,8,,,human
0517-a,1476482458049.0,40,split,target,131,19,50,2,2,distr2,348,83,50,1,3,distr1,125,57,50,3,1,19,60,82,True,1476482455671.0,speaker,teal green,549.0,1.0,2,9,9.0,2.0,human
